Domain,Area,Element,Item,Year,Value
"Crops and livestock products,""Russian Federation"",""Production"",""Raw cane or beet sugar (centrifugal only)"",""2003"",""2093000"""
"Crops and livestock products,""Russian Federation"",""Production"",""Raw cane or beet sugar (centrifugal only)"",""2004"",""2436000"""
"Crops and livestock products,""Russian Federation"",""Production"",""Raw cane or beet sugar (centrifugal only)"",""2005"",""2718000"""
"Crops and livestock products,""Russian Federation"",""Production"",""Raw cane or beet sugar (centrifugal only)"",""2006"",""3187606"""
"Crops and livestock products,""Russian Federation"",""Production"",""Raw cane or beet sugar (centrifugal only)"",""2007"",""3230026"""
"Crops and livestock products,""Russian Federation"",""Production"",""Raw cane or beet sugar (centrifugal only)"",""2008"",""3481373"""
"Crops and livestock products,""Russian Federation"",""Production"",""Raw cane or beet sugar (centrifugal only)"",""2009"",""3289276"""
"Crops and livestock products,""Russian Federation"",""Production"",""Raw cane or beet sugar (centrifugal only)"",""2010"",""2781748"""
"Crops and livestock products,""Russian Federation"",""Production"",""Raw cane or beet sugar (centrifugal only)"",""2011"",""4753113"""
"Crops and livestock products,""Russian Federation"",""Production"",""Raw cane or beet sugar (centrifugal only)"",""2012"",""5322372"""
"Crops and livestock products,""Russian Federation"",""Production"",""Raw cane or beet sugar (centrifugal only)"",""2013"",""4958594"""
"Crops and livestock products,""Russian Federation"",""Production"",""Raw cane or beet sugar (centrifugal only)"",""2014"",""5249339"""
"Crops and livestock products,""Russian Federation"",""Production"",""Raw cane or beet sugar (centrifugal only)"",""2015"",""5742628"""
"Crops and livestock products,""Russian Federation"",""Production"",""Raw cane or beet sugar (centrifugal only)"",""2016"",""6044868"""
"Crops and livestock products,""Russian Federation"",""Production"",""Raw cane or beet sugar (centrifugal only)"",""2017"",""6664982.08"""
"Crops and livestock products,""Russian Federation"",""Production"",""Raw cane or beet sugar (centrifugal only)"",""2018"",""6272712.89"""
"Crops and livestock products,""Russian Federation"",""Production"",""Raw cane or beet sugar (centrifugal only)"",""2019"",""7309657.42"""
"Crops and livestock products,""Russian Federation"",""Production"",""Raw cane or beet sugar (centrifugal only)"",""2020"",""5794401"""
"Crops and livestock products,""Russian Federation"",""Production"",""Rice"",""1992"",""753630"""
"Crops and livestock products,""Russian Federation"",""Production"",""Rice"",""1993"",""687523"""
"Crops and livestock products,""Russian Federation"",""Production"",""Rice"",""1994"",""523232"""
"Crops and livestock products,""Russian Federation"",""Production"",""Rice"",""1995"",""461920"""
"Crops and livestock products,""Russian Federation"",""Production"",""Rice"",""1996"",""388976"""
"Crops and livestock products,""Russian Federation"",""Production"",""Rice"",""1997"",""328072"""
"Crops and livestock products,""Russian Federation"",""Production"",""Rice"",""1998"",""412166"""
"Crops and livestock products,""Russian Federation"",""Production"",""Rice"",""1999"",""443394"""
"Crops and livestock products,""Russian Federation"",""Production"",""Rice"",""2000"",""584312"""
"Crops and livestock products,""Russian Federation"",""Production"",""Rice"",""2001"",""495536"""
"Crops and livestock products,""Russian Federation"",""Production"",""Rice"",""2002"",""488133"""
"Crops and livestock products,""Russian Federation"",""Production"",""Rice"",""2003"",""448116"""
"Crops and livestock products,""Russian Federation"",""Production"",""Rice"",""2004"",""469802"""
"Crops and livestock products,""Russian Federation"",""Production"",""Rice"",""2005"",""570816"""
"Crops and livestock products,""Russian Federation"",""Production"",""Rice"",""2006"",""680610"""
"Crops and livestock products,""Russian Federation"",""Production"",""Rice"",""2007"",""704544"""
"Crops and livestock products,""Russian Federation"",""Production"",""Rice"",""2008"",""738300"""
"Crops and livestock products,""Russian Federation"",""Production"",""Rice"",""2009"",""912969"""
"Crops and livestock products,""Russian Federation"",""Production"",""Rice"",""2010"",""1060658"""
"Crops and livestock products,""Russian Federation"",""Production"",""Rice"",""2011"",""1055574"""
"Crops and livestock products,""Russian Federation"",""Production"",""Rice"",""2012"",""1051891"""
"Crops and livestock products,""Russian Federation"",""Production"",""Rice"",""2013"",""934943"""
"Crops and livestock products,""Russian Federation"",""Production"",""Rice"",""2014"",""1048566.1"""
"Crops and livestock products,""Russian Federation"",""Production"",""Rice"",""2015"",""1109762"""
"Crops and livestock products,""Russian Federation"",""Production"",""Rice"",""2016"",""1080886.3"""
"Crops and livestock products,""Russian Federation"",""Production"",""Rice"",""2017"",""986619.6"""
"Crops and livestock products,""Russian Federation"",""Production"",""Rice"",""2018"",""1038222"""
"Crops and livestock products,""Russian Federation"",""Production"",""Rice"",""2019"",""1098659.7"""
"Crops and livestock products,""Russian Federation"",""Production"",""Rice"",""2020"",""1141818.9"""
"Crops and livestock products,""Russian Federation"",""Production"",""Rice"",""2021"",""1076411.5"""
"Crops and livestock products,""Russian Federation"",""Production"",""Rye"",""1992"",""13887220"""
"Crops and livestock products,""Russian Federation"",""Production"",""Rye"",""1993"",""9166040"""
"Crops and livestock products,""Russian Federation"",""Production"",""Rye"",""1994"",""5988800"""
"Crops and livestock products,""Russian Federation"",""Production"",""Rye"",""1995"",""4098220"""
"Crops and livestock products,""Russian Federation"",""Production"",""Rye"",""1996"",""5927891"""
"Crops and livestock products,""Russian Federation"",""Production"",""Rye"",""1997"",""7476184"""
"Crops and livestock products,""Russian Federation"",""Production"",""Rye"",""1998"",""3265923"""
"Crops and livestock products,""Russian Federation"",""Production"",""Rye"",""1999"",""4781032"""
"Crops and livestock products,""Russian Federation"",""Production"",""Rye"",""2000"",""5444421"""
"Crops and livestock products,""Russian Federation"",""Production"",""Rye"",""2001"",""6631528"""
"Crops and livestock products,""Russian Federation"",""Production"",""Rye"",""2002"",""7121713"""
"Crops and livestock products,""Russian Federation"",""Production"",""Rye"",""2003"",""4146815"""
"Crops and livestock products,""Russian Federation"",""Production"",""Rye"",""2004"",""2864180"""
"Crops and livestock products,""Russian Federation"",""Production"",""Rye"",""2005"",""3622434"""
"Crops and livestock products,""Russian Federation"",""Production"",""Rye"",""2006"",""2959347"""
"Crops and livestock products,""Russian Federation"",""Production"",""Rye"",""2007"",""3909392"""
"Crops and livestock products,""Russian Federation"",""Production"",""Rye"",""2008"",""4505060"""
"Crops and livestock products,""Russian Federation"",""Production"",""Rye"",""2009"",""4333138"""
"Crops and livestock products,""Russian Federation"",""Production"",""Rye"",""2010"",""1635631"""
"Crops and livestock products,""Russian Federation"",""Production"",""Rye"",""2011"",""2970747"""
"Crops and livestock products,""Russian Federation"",""Production"",""Rye"",""2012"",""2131519"""
"Crops and livestock products,""Russian Federation"",""Production"",""Rye"",""2013"",""3359873"""
"Crops and livestock products,""Russian Federation"",""Production"",""Rye"",""2014"",""3280758.9"""
"Crops and livestock products,""Russian Federation"",""Production"",""Rye"",""2015"",""2086675.1"""
"Crops and livestock products,""Russian Federation"",""Production"",""Rye"",""2016"",""2547878"""
"Crops and livestock products,""Russian Federation"",""Production"",""Rye"",""2017"",""2548719"""
"Crops and livestock products,""Russian Federation"",""Production"",""Rye"",""2018"",""1916056"""
"Crops and livestock products,""Russian Federation"",""Production"",""Rye"",""2019"",""1428421"""
"Crops and livestock products,""Russian Federation"",""Production"",""Rye"",""2020"",""2377628.9"""
"Crops and livestock products,""Russian Federation"",""Production"",""Rye"",""2021"",""1721912"""
"Crops and livestock products,""Russian Federation"",""Production"",""Safflower seed"",""1992"",""7000"""
"Crops and livestock products,""Russian Federation"",""Production"",""Safflower seed"",""1993"",""6000"""
"Crops and livestock products,""Russian Federation"",""Production"",""Safflower seed"",""1994"",""4228.78"""
"Crops and livestock products,""Russian Federation"",""Production"",""Safflower seed"",""1995"",""3620.24"""
"Crops and livestock products,""Russian Federation"",""Production"",""Safflower seed"",""1996"",""5000"""
"Crops and livestock products,""Russian Federation"",""Production"",""Safflower seed"",""1997"",""6000"""
"Crops and livestock products,""Russian Federation"",""Production"",""Safflower seed"",""1998"",""4010"""
"Crops and livestock products,""Russian Federation"",""Production"",""Safflower seed"",""1999"",""180"""
"Crops and livestock products,""Russian Federation"",""Production"",""Safflower seed"",""2000"",""1770"""
"Crops and livestock products,""Russian Federation"",""Production"",""Safflower seed"",""2001"",""390"""
"Crops and livestock products,""Russian Federation"",""Production"",""Safflower seed"",""2002"",""110"""
"Crops and livestock products,""Russian Federation"",""Production"",""Safflower seed"",""2003"",""980"""
"Crops and livestock products,""Russian Federation"",""Production"",""Safflower seed"",""2004"",""180"""
"Crops and livestock products,""Russian Federation"",""Production"",""Safflower seed"",""2005"",""310"""
"Crops and livestock products,""Russian Federation"",""Production"",""Safflower seed"",""2006"",""130"""
"Crops and livestock products,""Russian Federation"",""Production"",""Safflower seed"",""2007"",""40"""
"Crops and livestock products,""Russian Federation"",""Production"",""Safflower seed"",""2008"",""580"""
"Crops and livestock products,""Russian Federation"",""Production"",""Safflower seed"",""2009"",""350"""
"Crops and livestock products,""Russian Federation"",""Production"",""Safflower seed"",""2010"",""270"""
"Crops and livestock products,""Russian Federation"",""Production"",""Safflower seed"",""2011"",""4245"""
"Crops and livestock products,""Russian Federation"",""Production"",""Safflower seed"",""2012"",""7041"""
"Crops and livestock products,""Russian Federation"",""Production"",""Safflower seed"",""2013"",""41765.7"""
"Crops and livestock products,""Russian Federation"",""Production"",""Safflower seed"",""2014"",""81746.8"""
"Crops and livestock products,""Russian Federation"",""Production"",""Safflower seed"",""2015"",""153709.9"""
"Crops and livestock products,""Russian Federation"",""Production"",""Safflower seed"",""2016"",""283863"""
"Crops and livestock products,""Russian Federation"",""Production"",""Safflower seed"",""2017"",""100885"""
"Crops and livestock products,""Russian Federation"",""Production"",""Safflower seed"",""2018"",""25259"""
"Crops and livestock products,""Russian Federation"",""Production"",""Safflower seed"",""2019"",""81188.9"""
"Crops and livestock products,""Russian Federation"",""Production"",""Safflower seed"",""2020"",""96635.8"""
"Crops and livestock products,""Russian Federation"",""Production"",""Safflower seed"",""2021"",""151384.8"""
"Crops and livestock products,""Russian Federation"",""Production"",""Safflower-seed oil, crude"",""1992"",""1904"""
"Crops and livestock products,""Russian Federation"",""Production"",""Safflower-seed oil, crude"",""1993"",""1700"""
"Crops and livestock products,""Russian Federation"",""Production"",""Safflower-seed oil, crude"",""1994"",""1496"""
"Crops and livestock products,""Russian Federation"",""Production"",""Safflower-seed oil, crude"",""1995"",""1156"""
"Crops and livestock products,""Russian Federation"",""Production"",""Safflower-seed oil, crude"",""1996"",""1530"""
"Crops and livestock products,""Russian Federation"",""Production"",""Safflower-seed oil, crude"",""1997"",""1360"""
"Crops and livestock products,""Russian Federation"",""Production"",""Safflower-seed oil, crude"",""1998"",""1360"""
"Crops and livestock products,""Russian Federation"",""Production"",""Safflower-seed oil, crude"",""1999"",""170"""
"Crops and livestock products,""Russian Federation"",""Production"",""Safflower-seed oil, crude"",""2000"",""153"""
"Crops and livestock products,""Russian Federation"",""Production"",""Safflower-seed oil, crude"",""2001"",""119"""
"Crops and livestock products,""Russian Federation"",""Production"",""Safflower-seed oil, crude"",""2002"",""74.8"""
"Crops and livestock products,""Russian Federation"",""Production"",""Safflower-seed oil, crude"",""2003"",""154.7"""
"Crops and livestock products,""Russian Federation"",""Production"",""Safflower-seed oil, crude"",""2004"",""91.8"""
"Crops and livestock products,""Russian Federation"",""Production"",""Safflower-seed oil, crude"",""2005"",""95.2"""
"Crops and livestock products,""Russian Federation"",""Production"",""Safflower-seed oil, crude"",""2006"",""17"""
"Crops and livestock products,""Russian Federation"",""Production"",""Safflower-seed oil, crude"",""2007"",""6.8"""
"Crops and livestock products,""Russian Federation"",""Production"",""Safflower-seed oil, crude"",""2008"",""176.8"""
"Crops and livestock products,""Russian Federation"",""Production"",""Safflower-seed oil, crude"",""2009"",""108.8"""
"Crops and livestock products,""Russian Federation"",""Production"",""Safflower-seed oil, crude"",""2010"",""85"""
"Crops and livestock products,""Russian Federation"",""Production"",""Safflower-seed oil, crude"",""2011"",""1292"""
"Crops and livestock products,""Russian Federation"",""Production"",""Safflower-seed oil, crude"",""2012"",""1292"""
"Crops and livestock products,""Russian Federation"",""Production"",""Safflower-seed oil, crude"",""2013"",""3400"""
"Crops and livestock products,""Russian Federation"",""Production"",""Safflower-seed oil, crude"",""2014"",""1500"""
"Crops and livestock products,""Russian Federation"",""Production"",""Safflower-seed oil, crude"",""2015"",""865"""
"Crops and livestock products,""Russian Federation"",""Production"",""Safflower-seed oil, crude"",""2016"",""2805"""
"Crops and livestock products,""Russian Federation"",""Production"",""Safflower-seed oil, crude"",""2017"",""0"""
"Crops and livestock products,""Russian Federation"",""Production"",""Safflower-seed oil, crude"",""2018"",""0"""
"Crops and livestock products,""Russian Federation"",""Production"",""Sorghum"",""1992"",""28460"""
"Crops and livestock products,""Russian Federation"",""Production"",""Sorghum"",""1993"",""20890"""
"Crops and livestock products,""Russian Federation"",""Production"",""Sorghum"",""1994"",""12420"""
"Crops and livestock products,""Russian Federation"",""Production"",""Sorghum"",""1995"",""13460"""
"Crops and livestock products,""Russian Federation"",""Production"",""Sorghum"",""1996"",""8637"""
"Crops and livestock products,""Russian Federation"",""Production"",""Sorghum"",""1997"",""11977"""
"Crops and livestock products,""Russian Federation"",""Production"",""Sorghum"",""1998"",""8021"""
"Crops and livestock products,""Russian Federation"",""Production"",""Sorghum"",""1999"",""31793"""
"Crops and livestock products,""Russian Federation"",""Production"",""Sorghum"",""2000"",""82744"""
"Crops and livestock products,""Russian Federation"",""Production"",""Sorghum"",""2001"",""35241"""
"Crops and livestock products,""Russian Federation"",""Production"",""Sorghum"",""2002"",""27273"""
"Crops and livestock products,""Russian Federation"",""Production"",""Sorghum"",""2003"",""33442"""
"Crops and livestock products,""Russian Federation"",""Production"",""Sorghum"",""2004"",""43923"""
"Crops and livestock products,""Russian Federation"",""Production"",""Sorghum"",""2005"",""28222"""
"Crops and livestock products,""Russian Federation"",""Production"",""Sorghum"",""2006"",""35479"""
"Crops and livestock products,""Russian Federation"",""Production"",""Sorghum"",""2007"",""40166"""
"Crops and livestock products,""Russian Federation"",""Production"",""Sorghum"",""2008"",""75610"""
"Crops and livestock products,""Russian Federation"",""Production"",""Sorghum"",""2009"",""13482"""
"Crops and livestock products,""Russian Federation"",""Production"",""Sorghum"",""2010"",""9167"""
"Crops and livestock products,""Russian Federation"",""Production"",""Sorghum"",""2011"",""59978"""
"Crops and livestock products,""Russian Federation"",""Production"",""Sorghum"",""2012"",""45235"""
"Crops and livestock products,""Russian Federation"",""Production"",""Sorghum"",""2013"",""172044"""
"Crops and livestock products,""Russian Federation"",""Production"",""Sorghum"",""2014"",""219792.5"""
"Crops and livestock products,""Russian Federation"",""Production"",""Sorghum"",""2015"",""193793.8"""
"Crops and livestock products,""Russian Federation"",""Production"",""Sorghum"",""2016"",""312067"""
"Crops and livestock products,""Russian Federation"",""Production"",""Sorghum"",""2017"",""103550"""
"Crops and livestock products,""Russian Federation"",""Production"",""Sorghum"",""2018"",""49128"""
"Crops and livestock products,""Russian Federation"",""Production"",""Sorghum"",""2019"",""98702"""
"Crops and livestock products,""Russian Federation"",""Production"",""Sorghum"",""2020"",""53046.9"""
"Crops and livestock products,""Russian Federation"",""Production"",""Sorghum"",""2021"",""115405.5"""
"Crops and livestock products,""Russian Federation"",""Production"",""Sour cherries"",""1992"",""146850"""
"Crops and livestock products,""Russian Federation"",""Production"",""Sour cherries"",""1993"",""150000"""
"Crops and livestock products,""Russian Federation"",""Production"",""Sour cherries"",""1994"",""113000"""
"Crops and livestock products,""Russian Federation"",""Production"",""Sour cherries"",""1995"",""109000"""
"Crops and livestock products,""Russian Federation"",""Production"",""Sour cherries"",""1996"",""180000"""
"Crops and livestock products,""Russian Federation"",""Production"",""Sour cherries"",""1997"",""200000"""
"Crops and livestock products,""Russian Federation"",""Production"",""Sour cherries"",""1998"",""130000"""
"Crops and livestock products,""Russian Federation"",""Production"",""Sour cherries"",""1999"",""140000"""
"Crops and livestock products,""Russian Federation"",""Production"",""Sour cherries"",""2000"",""200000"""
"Crops and livestock products,""Russian Federation"",""Production"",""Sour cherries"",""2001"",""165000"""
"Crops and livestock products,""Russian Federation"",""Production"",""Sour cherries"",""2002"",""175000"""
"Crops and livestock products,""Russian Federation"",""Production"",""Sour cherries"",""2003"",""200000"""
"Crops and livestock products,""Russian Federation"",""Production"",""Sour cherries"",""2004"",""225400"""
"Crops and livestock products,""Russian Federation"",""Production"",""Sour cherries"",""2005"",""230000"""
"Crops and livestock products,""Russian Federation"",""Production"",""Sour cherries"",""2006"",""122000"""
"Crops and livestock products,""Russian Federation"",""Production"",""Sour cherries"",""2007"",""250000"""
"Crops and livestock products,""Russian Federation"",""Production"",""Sour cherries"",""2008"",""183000"""
"Crops and livestock products,""Russian Federation"",""Production"",""Sour cherries"",""2009"",""190000"""
"Crops and livestock products,""Russian Federation"",""Production"",""Sour cherries"",""2010"",""165000"""
"Crops and livestock products,""Russian Federation"",""Production"",""Sour cherries"",""2011"",""193000"""
"Crops and livestock products,""Russian Federation"",""Production"",""Sour cherries"",""2012"",""183300"""
"Crops and livestock products,""Russian Federation"",""Production"",""Sour cherries"",""2013"",""200000"""
"Crops and livestock products,""Russian Federation"",""Production"",""Sour cherries"",""2014"",""198000"""
"Crops and livestock products,""Russian Federation"",""Production"",""Sour cherries"",""2015"",""192000"""
"Crops and livestock products,""Russian Federation"",""Production"",""Sour cherries"",""2016"",""221500"""
"Crops and livestock products,""Russian Federation"",""Production"",""Sour cherries"",""2017"",""186500"""
"Crops and livestock products,""Russian Federation"",""Production"",""Sour cherries"",""2018"",""232200"""
"Crops and livestock products,""Russian Federation"",""Production"",""Sour cherries"",""2019"",""243600"""
"Crops and livestock products,""Russian Federation"",""Production"",""Sour cherries"",""2020"",""254800"""
"Crops and livestock products,""Russian Federation"",""Production"",""Sour cherries"",""2021"",""276800"""
"Crops and livestock products,""Russian Federation"",""Production"",""Soya bean oil"",""1992"",""111221"""
"Crops and livestock products,""Russian Federation"",""Production"",""Soya bean oil"",""1993"",""47106"""
"Crops and livestock products,""Russian Federation"",""Production"",""Soya bean oil"",""1994"",""33425"""
"Crops and livestock products,""Russian Federation"",""Production"",""Soya bean oil"",""1995"",""39662"""
"Crops and livestock products,""Russian Federation"",""Production"",""Soya bean oil"",""1996"",""19867"""
"Crops and livestock products,""Russian Federation"",""Production"",""Soya bean oil"",""1997"",""20000"""
"Crops and livestock products,""Russian Federation"",""Production"",""Soya bean oil"",""1998"",""20000"""
"Crops and livestock products,""Russian Federation"",""Production"",""Soya bean oil"",""1999"",""22000"""
"Crops and livestock products,""Russian Federation"",""Production"",""Soya bean oil"",""2000"",""51200"""
"Crops and livestock products,""Russian Federation"",""Production"",""Soya bean oil"",""2001"",""60400"""
"Crops and livestock products,""Russian Federation"",""Production"",""Soya bean oil"",""2002"",""60000"""
"Crops and livestock products,""Russian Federation"",""Production"",""Soya bean oil"",""2003"",""40979"""
"Crops and livestock products,""Russian Federation"",""Production"",""Soya bean oil"",""2004"",""31506"""
"Crops and livestock products,""Russian Federation"",""Production"",""Soya bean oil"",""2005"",""40908"""
"Crops and livestock products,""Russian Federation"",""Production"",""Soya bean oil"",""2006"",""49812"""
"Crops and livestock products,""Russian Federation"",""Production"",""Soya bean oil"",""2007"",""62947"""
"Crops and livestock products,""Russian Federation"",""Production"",""Soya bean oil"",""2008"",""154576"""
"Crops and livestock products,""Russian Federation"",""Production"",""Soya bean oil"",""2009"",""231596"""
"Crops and livestock products,""Russian Federation"",""Production"",""Soya bean oil"",""2010"",""263701"""
"Crops and livestock products,""Russian Federation"",""Production"",""Soya bean oil"",""2011"",""288070"""
"Crops and livestock products,""Russian Federation"",""Production"",""Soya bean oil"",""2012"",""327321"""
"Crops and livestock products,""Russian Federation"",""Production"",""Soya bean oil"",""2013"",""337789"""
"Crops and livestock products,""Russian Federation"",""Production"",""Soya bean oil"",""2014"",""543290"""
"Crops and livestock products,""Russian Federation"",""Production"",""Soya bean oil"",""2015"",""559515"""
"Crops and livestock products,""Russian Federation"",""Production"",""Soya bean oil"",""2016"",""640486.72"""
"Crops and livestock products,""Russian Federation"",""Production"",""Soya bean oil"",""2017"",""674636.17"""
"Crops and livestock products,""Russian Federation"",""Production"",""Soya bean oil"",""2018"",""744383.08"""
"Crops and livestock products,""Russian Federation"",""Production"",""Soya bean oil"",""2019"",""741173"""
"Crops and livestock products,""Russian Federation"",""Production"",""Soya bean oil"",""2020"",""740419.61"""
"Crops and livestock products,""Russian Federation"",""Production"",""Soya beans"",""1992"",""505360"""
"Crops and livestock products,""Russian Federation"",""Production"",""Soya beans"",""1993"",""496791"""
"Crops and livestock products,""Russian Federation"",""Production"",""Soya beans"",""1994"",""421542"""
"Crops and livestock products,""Russian Federation"",""Production"",""Soya beans"",""1995"",""290240"""
"Crops and livestock products,""Russian Federation"",""Production"",""Soya beans"",""1996"",""282892.9"""
"Crops and livestock products,""Russian Federation"",""Production"",""Soya beans"",""1997"",""279535.7"""
"Crops and livestock products,""Russian Federation"",""Production"",""Soya beans"",""1998"",""295030.6"""
"Crops and livestock products,""Russian Federation"",""Production"",""Soya beans"",""1999"",""334395.7"""
"Crops and livestock products,""Russian Federation"",""Production"",""Soya beans"",""2000"",""341754.1"""
"Crops and livestock products,""Russian Federation"",""Production"",""Soya beans"",""2001"",""349634.8"""
"Crops and livestock products,""Russian Federation"",""Production"",""Soya beans"",""2002"",""422529.8"""
"Crops and livestock products,""Russian Federation"",""Production"",""Soya beans"",""2003"",""392476.6"""
"Crops and livestock products,""Russian Federation"",""Production"",""Soya beans"",""2004"",""554235.6"""
"Crops and livestock products,""Russian Federation"",""Production"",""Soya beans"",""2005"",""686098.5"""
"Crops and livestock products,""Russian Federation"",""Production"",""Soya beans"",""2006"",""804536"""
"Crops and livestock products,""Russian Federation"",""Production"",""Soya beans"",""2007"",""650180"""
"Crops and livestock products,""Russian Federation"",""Production"",""Soya beans"",""2008"",""745990"""
"Crops and livestock products,""Russian Federation"",""Production"",""Soya beans"",""2009"",""943660"""
"Crops and livestock products,""Russian Federation"",""Production"",""Soya beans"",""2010"",""1222371.2"""
"Crops and livestock products,""Russian Federation"",""Production"",""Soya beans"",""2011"",""1640965.51"""
"Crops and livestock products,""Russian Federation"",""Production"",""Soya beans"",""2012"",""1683123.49"""
"Crops and livestock products,""Russian Federation"",""Production"",""Soya beans"",""2013"",""1517152.3"""
"Crops and livestock products,""Russian Federation"",""Production"",""Soya beans"",""2014"",""2363562.1"""
"Crops and livestock products,""Russian Federation"",""Production"",""Soya beans"",""2015"",""2708169.5"""
"Crops and livestock products,""Russian Federation"",""Production"",""Soya beans"",""2016"",""3142693"""
"Crops and livestock products,""Russian Federation"",""Production"",""Soya beans"",""2017"",""3621712"""
"Crops and livestock products,""Russian Federation"",""Production"",""Soya beans"",""2018"",""4026850"""
"Crops and livestock products,""Russian Federation"",""Production"",""Soya beans"",""2019"",""4359956"""
"Crops and livestock products,""Russian Federation"",""Production"",""Soya beans"",""2020"",""4307593.2"""
"Crops and livestock products,""Russian Federation"",""Production"",""Soya beans"",""2021"",""4759908.3"""
"Crops and livestock products,""Russian Federation"",""Production"",""Strawberries"",""1992"",""95100"""
"Crops and livestock products,""Russian Federation"",""Production"",""Strawberries"",""1993"",""110000"""
"Crops and livestock products,""Russian Federation"",""Production"",""Strawberries"",""1994"",""112500"""
"Crops and livestock products,""Russian Federation"",""Production"",""Strawberries"",""1995"",""110000"""
"Crops and livestock products,""Russian Federation"",""Production"",""Strawberries"",""1996"",""121000"""
"Crops and livestock products,""Russian Federation"",""Production"",""Strawberries"",""1997"",""125000"""
"Crops and livestock products,""Russian Federation"",""Production"",""Strawberries"",""1998"",""128000"""
"Crops and livestock products,""Russian Federation"",""Production"",""Strawberries"",""1999"",""150000"""
"Crops and livestock products,""Russian Federation"",""Production"",""Strawberries"",""2000"",""160000"""
"Crops and livestock products,""Russian Federation"",""Production"",""Strawberries"",""2001"",""175000"""
"Crops and livestock products,""Russian Federation"",""Production"",""Strawberries"",""2002"",""194500"""
"Crops and livestock products,""Russian Federation"",""Production"",""Strawberries"",""2003"",""198500"""
"Crops and livestock products,""Russian Federation"",""Production"",""Strawberries"",""2004"",""207000"""
"Crops and livestock products,""Russian Federation"",""Production"",""Strawberries"",""2005"",""221000"""
"Crops and livestock products,""Russian Federation"",""Production"",""Strawberries"",""2006"",""227000"""
"Crops and livestock products,""Russian Federation"",""Production"",""Strawberries"",""2007"",""230400"""
"Crops and livestock products,""Russian Federation"",""Production"",""Strawberries"",""2008"",""180000"""
"Crops and livestock products,""Russian Federation"",""Production"",""Strawberries"",""2009"",""185000"""
"Crops and livestock products,""Russian Federation"",""Production"",""Strawberries"",""2010"",""165000"""
"Crops and livestock products,""Russian Federation"",""Production"",""Strawberries"",""2011"",""184000"""
"Crops and livestock products,""Russian Federation"",""Production"",""Strawberries"",""2012"",""174000"""
"Crops and livestock products,""Russian Federation"",""Production"",""Strawberries"",""2013"",""188000"""
"Crops and livestock products,""Russian Federation"",""Production"",""Strawberries"",""2014"",""189000"""
"Crops and livestock products,""Russian Federation"",""Production"",""Strawberries"",""2015"",""182000"""
"Crops and livestock products,""Russian Federation"",""Production"",""Strawberries"",""2016"",""182100"""
"Crops and livestock products,""Russian Federation"",""Production"",""Strawberries"",""2017"",""159900"""
"Crops and livestock products,""Russian Federation"",""Production"",""Strawberries"",""2018"",""199000"""
"Crops and livestock products,""Russian Federation"",""Production"",""Strawberries"",""2019"",""208800"""
"Crops and livestock products,""Russian Federation"",""Production"",""Strawberries"",""2020"",""218400"""
"Crops and livestock products,""Russian Federation"",""Production"",""Strawberries"",""2021"",""237200"""
"Crops and livestock products,""Russian Federation"",""Production"",""Sugar beet"",""1992"",""25547700"""
"Crops and livestock products,""Russian Federation"",""Production"",""Sugar beet"",""1993"",""25467912"""
"Crops and livestock products,""Russian Federation"",""Production"",""Sugar beet"",""1994"",""13945541"""
"Crops and livestock products,""Russian Federation"",""Production"",""Sugar beet"",""1995"",""19071562"""
"Crops and livestock products,""Russian Federation"",""Production"",""Sugar beet"",""1996"",""16165349"""
"Crops and livestock products,""Russian Federation"",""Production"",""Sugar beet"",""1997"",""13878828"""
"Crops and livestock products,""Russian Federation"",""Production"",""Sugar beet"",""1998"",""10796182"""
"Crops and livestock products,""Russian Federation"",""Production"",""Sugar beet"",""1999"",""15225912"""
"Crops and livestock products,""Russian Federation"",""Production"",""Sugar beet"",""2000"",""14050869"""
"Crops and livestock products,""Russian Federation"",""Production"",""Sugar beet"",""2001"",""14552677"""
"Crops and livestock products,""Russian Federation"",""Production"",""Sugar beet"",""2002"",""15658832"""
"Crops and livestock products,""Russian Federation"",""Production"",""Sugar beet"",""2003"",""19355316"""
"Crops and livestock products,""Russian Federation"",""Production"",""Sugar beet"",""2004"",""21809390"""
"Crops and livestock products,""Russian Federation"",""Production"",""Sugar beet"",""2005"",""21275534"""
"Crops and livestock products,""Russian Federation"",""Production"",""Sugar beet"",""2006"",""30672874"""
"Crops and livestock products,""Russian Federation"",""Production"",""Sugar beet"",""2007"",""28836189"""
"Crops and livestock products,""Russian Federation"",""Production"",""Sugar beet"",""2008"",""28995280"""
"Crops and livestock products,""Russian Federation"",""Production"",""Sugar beet"",""2009"",""24892024"""
"Crops and livestock products,""Russian Federation"",""Production"",""Sugar beet"",""2010"",""22255939"""
"Crops and livestock products,""Russian Federation"",""Production"",""Sugar beet"",""2011"",""47643272"""
"Crops and livestock products,""Russian Federation"",""Production"",""Sugar beet"",""2012"",""45056852"""
"Crops and livestock products,""Russian Federation"",""Production"",""Sugar beet"",""2013"",""39321161"""
"Crops and livestock products,""Russian Federation"",""Production"",""Sugar beet"",""2014"",""33513368.5"""
"Crops and livestock products,""Russian Federation"",""Production"",""Sugar beet"",""2015"",""39030505.4"""
"Crops and livestock products,""Russian Federation"",""Production"",""Sugar beet"",""2016"",""51324953"""
"Crops and livestock products,""Russian Federation"",""Production"",""Sugar beet"",""2017"",""51913442"""
